anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
1138,Medarot,Medabots,メダロット,7.08,"Adventure, Comedy, Sci-Fi","Medabots—powerful robots granted artificial intelligence through special ""medals""—serve at the whims of their owner. They are more commonly used in ""Robbatling,"" a popular combat sport where two medabots face off against one another. In its professional form, Medafighters use their Medabots to qualify for the World Tournament and fight amongst the elite to gain the title of champion.

Elementary schooler Ikki Tenryou has just gained his first Medabot: Metabee, an outdated model with no medal. Fortunately, however, Ikki manages to find a medal in the nearby river; but when Ikki places it into Metabee's head, the latter starts to exhibit strange behaviour. Short-tempered and rebellious, he refuses to obey Ikki's orders. However, to climb the ranks to the World Tournament, Ikki and Metabee must first learn to work together, no matter how difficult the prospect may seem…",TV,52.0,"Jul 2, 1999 to Jun 30, 2000",summer 1999,Finished Airing,"TV Tokyo, Nihon Ad Systems, Nelvana","ADV Films, Discotek Media, Shout! Factory",Bee Train,Game,24 min per ep,PG - Children,3628.0,2710,266,32040.0,57169,https://cdn.myanimelist.net/images/anime/1778/133514.jpg
1139,Monkey Magic,UNKNOWN,モンキーマジック,5.77,"Adventure, Fantasy","From out of the fires of space he was born... Kongo, a monkey made of stone, magically brought to life. 

Obsessed with a desire to learn and a need to be great, Kongo leaves his ""family"" on Flower Fruit Mountain in search of ancient knowledge and arcane wisdom. Not content to merely study and learn the mystical arts, Kongo masters the magic Jet Cloud, the first of his great weapons. 

With the power of the Jet Cloud, Kongo gains mastery of the air and returns to his adopted home just in time. Humans are laying claim to the monkeys` ancestral home. With his Jet Cloud and his newly-learned magical wisdom, Kongo defeats the humans and proclaims himself King of Flower Fruit Mountain. 

But in the Celestial Heavens, the gods are uneasy. A monkey defeating humans and declaring himself king? That cannot be allowed! They decide the monkeys must be taught a lesson and so they launch an attack on Kongo and all the monkeys of Flower Fruit Mountain. 

(Source: AniDB)",TV,13.0,"Sep 20, 1998 to Dec 13, 1998",fall 1998,Finished Airing,UNKNOWN,"Bandai Entertainment, Discotek Media",Group TAC,Novel,25 min per ep,PG - Children,9790.0,12857,4,323.0,930,https://cdn.myanimelist.net/images/anime/10/87838.jpg
1140,Giniro no Kami no Agito,Origin: Spirits of the Past,銀色の髪のアギト,7.06,"Adventure, Drama, Fantasy, Romance, Sci-Fi","Three hundred years ago, a genetic experiment gone wrong caused the mutation of all forests on Earth. Armed with consciousness, the vegetation sought to destroy all of humankind, and the war that ensued turned the planet into a hellish dystopia.

In the present day, Agito, a young boy, lives with his father in Neutral City—a village maintaining an uneasy truce with the neighboring forest. One day, Agito, on his way to collect water, becomes separated from his friend and stumbles upon a relic of the past: a girl sleeping in a mysterious machine.

Agito awakens the girl, Toola Cm Sacl, and introduces her to the village. But outside forces have ulterior motives for the girl, who holds the key to restore the Earth. Misguided by Shunack, a soldier from the old world hellbent on destroying the forest, Toola follows him despite Agito's warning. Determined to save Toola and unify humankind with the forest, Agito borrows the power of the forest and pursues her.",Movie,1.0,"Jan 7, 2006",UNKNOWN,Finished Airing,"GDH, Dentsu, Media Factory, Shochiku, Victor Entertainment, Yahoo! Japan, Asahi Broadcasting",Funimation,Gonzo,Original,1 hr 35 min,PG-13 - Teens 13 or older,3733.0,2380,191,35237.0,71704,https://cdn.myanimelist.net/images/anime/9/83824.jpg
1141,Palme no Ki,A Tree of Palme,パルムの樹,6.53,"Adventure, Drama, Fantasy, Romance","Palme is a puppet created by a man to care for his sickly wife. After her death Palme becomes paralyzed with sorrow, that is, until a woman being pursed happens to cross paths with Palme and his creator and ask them to deliver something precious to a sacred place called Tama. Palme, mistaking her for his masters late wife, accepts the request. This becomes his first step to becoming more human in order to understand his own feelings. 

(Source: ANN)",Movie,1.0,"Mar 16, 2002",UNKNOWN,Finished Airing,"Genco, Kadokawa Shoten",ADV Films,Palm Studio,Unknown,2 hr 16 min,PG-13 - Teens 13 or older,6210.0,6713,21,2716.0,7763,https://cdn.myanimelist.net/images/anime/12/12909.jpg
1142,Hachimitsu to Clover II,Honey and Clover II,ハチミツとクローバー II,8.2,"Drama, Romance","Back from his journey across Japan, Yuuta Takemoto reminisces about his college life so far. He has matured significantly since his second year and is motivated to move forward.

Feeling more confident than ever before, he finally confesses to Hagumi Hanamoto, the girl he has been in love with since their first encounter. However, Hagumi has been confused by her attempts to understand the mysterious Shinobu Morita. Hiding behind a playful demeanor, Morita may be the most burdened by his own potential. Meanwhile, Takumi Mayama has become a full-fledged working adult and has landed Ayumi Yamada several pottery orders through his company in an act of friendship.

The five youths continue to face individual hardships in academics, work, love, and friendship as they push each other toward the paths that they are destined to walk.",TV,12.0,"Jun 30, 2006 to Sep 15, 2006",summer 2006,Finished Airing,"Dentsu, Genco, Fuji TV, Asmik Ace, Sony Music Entertainment, Shueisha","VIZ Media, Discotek Media",J.C.Staff,Manga,23 min per ep,PG-13 - Teens 13 or older,348.0,1885,957,53261.0,104280,https://cdn.myanimelist.net/images/anime/6/11040.jpg
1143,.hack//Intermezzo,UNKNOWN,.hack//Intermezzo,6.52,"Adventure, Fantasy, Mystery, Sci-Fi","A virtual multiplayer online role-playing game exists known as ""The World."" In ""The World,"" there is an event held in the Dungeon of Nankoflank that Mimiru, a character in the game, undertakes with Bear, another character in the game. Mimiru confesses to Bear that she is not doing the event for the treasures or experiences, but for the memories and experiences of when she first started playing. The two later meet a certain character named Mimika, and together, the three proceed through quests and events as Mimiru learns the meaning of the game.",Special,1.0,"Mar 28, 2003",UNKNOWN,Finished Airing,UNKNOWN,Bandai Entertainment,Bee Train,Original,24 min,PG-13 - Teens 13 or older,6261.0,4297,6,11129.0,23051,https://cdn.myanimelist.net/images/anime/1844/131542.jpg
1144,Tenchi Muyou! in Love 2: Harukanaru Omoi,Tenchi Forever!,天地無用！　ｉｎ　ＬＯＶＥ２　遥かなる想い,7.2,"Drama, Romance, Sci-Fi","Tenchi runs off into the woods to spend some time alone after his friends have another argument. While lost in thought, he hears a voice coming from a camellia tree. Tenchi approaches it and vanishes through a portal.

Six months later, Tenchi still has not returned home. Though most have given up the idea of ever finding him, his friends refuse to lose hope and have split up into two teams. Aeka and Ryoukou remain on Earth to investigate while Washuu, Sasami, Kiyone, and Mihoshi comb the rest of the galaxy in search.

Their efforts eventually pay off when Tenchi's energy is picked up on their radar. However, the happy reunion will have to wait as the girls gear up for their biggest challenge yet—Tenchi seems to have completely forgotten them and is living happily with another woman. Instead of solving their problems, finding Tenchi has left them with even more questions.",Movie,1.0,"Apr 24, 1999",UNKNOWN,Finished Airing,"Genco, Pioneer LDC, Nippon Cultural Broadcasting","Funimation, Geneon Entertainment USA",AIC,Original,1 hr 35 min,R+ - Mild Nudity,3058.0,5011,21,7786.0,16011,https://cdn.myanimelist.net/images/anime/6/61773.jpg
1145,Kaze no Youjinbou,Kaze no Yojimbo,旋風の用心棒,7.13,"Action, Drama, Mystery","In search for Araki Genzo, George Kodama finds himself in the small town of Kimujuku. George quickly realizes that he is unwelcome and is warned to leave as soon as possible. With two rival syndicates roaming the streets and a dark violent past, the town of Kimujuku isn't what it appears to be. George challenges the town of Kimujuku in order to reveal the towns dark hidden past and discover the truth. 

(Source: ANN)",TV,25.0,"Oct 2, 2001 to Mar 26, 2002",fall 2001,Finished Airing,UNKNOWN,Bandai Entertainment,Pierrot,Original,23 min per ep,R - 17+ (violence & profanity),3402.0,5215,38,2933.0,14314,https://cdn.myanimelist.net/images/anime/2/67573.jpg
1146,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,Tenchi Muyo! Ryo-Ohki: The Night Before The Carnival,天地無用！魎皇鬼 SPECIAL お祭り前日の夜！,7.31,"Comedy, Romance, Sci-Fi","After his recent battle in space, Tenchi Masaki believes that his fighting days are over. Unfortunately, his life is far from peaceful since Aeka Jurai Masaki and Ryouko Hakubi—the two women giving him the most grief—cannot seem to get along, continuing to fight over who gets to be Tenchi's lover. 

Since their usual romantic strategies fail, Aeka and Ryouko decide to research how to woo a man. After spending hours going through shoujo manga, the two decide to act like the girls they've read about and put Tenchi through various scenarios, with the hope that he will fall in love with one of them.",OVA,1.0,"Sep 25, 1993",UNKNOWN,Finished Airing,Pioneer LDC,"Funimation, Geneon Entertainment USA",AIC,Original,43 min,R+ - Mild Nudity,2453.0,5065,14,7851.0,15422,https://cdn.myanimelist.net/images/anime/1357/95308.jpg
1147,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,UNKNOWN,天地無用！魎皇鬼 第三期 天地晴朗なれど波高し？,7.19,"Action, Comedy, Sci-Fi","After a 'modified' ending to the Choubimaru incident, the punishments for the offending parties is metted-out, as well as a surprise marriage proposal by Misao to Mashisu. It almost didn't happen... until Mihoshi and Misao's mother Mitoto steps in and gives her and her family's approval, much to the dismay of FORMER G.P. Marshall Minami Kuramitsu. Otherwise, life goes on as usual for the Masaki clan. But soon when the question of how Tenchi's mother had died is presented, the answer nearly causes a rift between Tenchi, his father and his grandfather, for which only Tenchi's future mother-in-law Rea can solve... as well as the resolution of Noike's unusual secret. 

(Source: ANN)",OVA,1.0,"Sep 14, 2005",UNKNOWN,Finished Airing,VAP,Funimation,AIC,Original,30 min,PG-13 - Teens 13 or older,3067.0,5698,15,5285.0,11541,https://cdn.myanimelist.net/images/anime/9/23557.jpg
1148,Teito Monogatari,Doomed Megalopolis,帝都物語,5.9,"Horror, Supernatural","When an evil sorcerer bent on crushing the ""greatest city on earth"" uses dark powers to awaken the destructive spirit of Tokyo's historic ""guardian,"" Taira no Masakado, occultists, children, and scientists become embroiled in a ruinous struggle spanning two decades.

(Source: ANN)",OVA,4.0,"Sep 27, 1991 to Sep 25, 1992",UNKNOWN,Finished Airing,"Toei Video, Streamline Pictures","ADV Films, Media Blasters",Madhouse,Novel,47 min per ep,R+ - Mild Nudity,9266.0,6000,35,2741.0,10183,https://cdn.myanimelist.net/images/anime/3/88664.jpg
1149,Choujuushin Gravion Zwei,Super Heavy God Gravion Zwei,超重神グラヴィオンツヴァイ,6.63,"Action, Adventure, Comedy, Sci-Fi","After Gravion was able to use its ultimate attack, the Zeravire threat seemed to have temporary stopped. However when it rises back up all of a sudden, the Earth Gult and its trump card, the super robot Gravion, is needed to defend this world again. All this while, the EFA is planning to create their own weapons to counter the Zeravire, the Grand Trooper. Now as they attempt to fend off the Zeravire, the people of the Earth Gult and EFA must protect their future as well as confront their pasts, and unveil the mysteries of the Zeravire.

(Source: ANN)",TV,12.0,"Jan 9, 2004 to Mar 26, 2004",winter 2004,Finished Airing,UNKNOWN,ADV Films,Gonzo,Original,23 min per ep,R+ - Mild Nudity,5669.0,6356,14,3604.0,8859,https://cdn.myanimelist.net/images/anime/11/75167.jpg
1150,Legend of Crystania,Legend of Crystania,レジェンド・オブ・クリスタニア,5.95,"Action, Adventure, Fantasy, Supernatural","Dreams begin to haunt Lady Sheru -- dreams of her past life as Pirotesse. Her love, Ashram, is being tormented at the hands of the soul of Barbas posing as their former king, Beld of Marmo. Interpreting this as a plea for help, Sheru searches for a way to save him by entering the chaos realm using the Chaos Ring. Meanwhile, Redon and his friends are called to arms again as ancient creatures begin to appear after being sealed away for centuries. Both their paths will cross once again, and on their shoulders will the fate of Crystania lie. 
(Source: ANN)",OVA,3.0,"Nov 21, 1996 to Apr 23, 1997",UNKNOWN,Finished Airing,"Kadokawa Shoten, Marubeni",UNKNOWN,Triangle Staff,Unknown,45 min per ep,R - 17+ (violence & profanity),9044.0,7700,7,1820.0,5494,https://cdn.myanimelist.net/images/anime/9/2764.jpg
1151,Dominion,UNKNOWN,ドミニオン,6.87,"Comedy, Sci-Fi","Leona Ozaki joins Newport City's infamous Tank Police division. With aid of Al and her newly built mini-tank, Bonaparte, she wages war on Buaku and his cohorts, the Puma Sisters. 

(Source: ANN)",OVA,4.0,"May 27, 1988 to Aug 11, 1989",UNKNOWN,Finished Airing,Toshiba Entertainment,Central Park Media,Agent 21,Manga,37 min per ep,PG-13 - Teens 13 or older,4513.0,4906,58,7108.0,16949,https://cdn.myanimelist.net/images/anime/1450/110634.jpg
1152,New Dominion Tank Police,UNKNOWN,特捜戦車隊ドミニオン,6.89,"Comedy, Sci-Fi","In the follow up to Shirow's classic anime, Al, Leona and their trusty steed, Bonaparte, continue to fight crime in New Port City, alongside the rest of the Tank Police. But a new threat appears in the form of a series of terrorist attacks, using the latest weapons technology. The Tank Police are out-numbered and out-gunned, but Al and Leona set out to discover who or what is behind these attacks. With massive explosions and high-speed chases, Leona often causes more damage than the criminals she pursues.

(Source: ANN)",OVA,6.0,"Oct 20, 1993 to Oct 21, 1994",UNKNOWN,Finished Airing,Sanctuary,Maiden Japan,J.C.Staff,Manga,27 min per ep,PG-13 - Teens 13 or older,4447.0,5838,37,4620.0,10868,https://cdn.myanimelist.net/images/anime/1195/110635.jpg
1153,Crying Freeman,UNKNOWN,Cryingフリーマン,6.41,"Action, Drama, Romance","Yo Hinomura was an ordinary Japanese potter when a run-in with a Chinese mafia changed his life forever. Now an assassin for the 108 Dragons, Yo is the perfect killing machine. As a sign for remorse over his victims, he sheds tears after eliminating his targets. Because of this, he is infamously known by the Dragons and every crime syndicate in the world as ""Crying Freeman.""

(Source: ANN)",OVA,6.0,"Nov 25, 1988 to Feb 25, 1994",UNKNOWN,Finished Airing,UNKNOWN,"ADV Films, Discotek Media, Streamline Pictures",Toei Animation,Manga,51 min per ep,R+ - Mild Nudity,6813.0,5709,41,3682.0,11481,https://cdn.myanimelist.net/images/anime/13/37721.jpg
1154,Mother: Saigo no Shoujo Eve,E.Y.E.S. of Mars,MOTHER 最後の少女イヴ,5.44,"Adventure, Drama, Sci-Fi","The future is bleak and urbanized. A government super-power holds the keys to all the doors. Hope lies in a secret organization who kidnaps ""gifted"" children and teaches them to wield their ability to view the life energy of all living things. A young girl befriends a sempai, a street rat comes to rescue her, and two parents wait helplessly to see their daughter one last time...

(Source: AniDB)",Movie,1.0,"Dec 26, 1993",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Unknown,1 hr 15 min,PG-13 - Teens 13 or older,10959.0,11470,2,512.0,1492,https://cdn.myanimelist.net/images/anime/12/68115.jpg
1155,Melty Lancer,UNKNOWN,メルティランサー,6.13,"Adventure, Comedy, Sci-Fi","Meltylancer is a Galaxy Police Organization unit comprised by six girls, all of which who have their own special skills and talents. A year has passed since the unit's disbandment, but a new threat leaves the GPO no choice but to recall all the members. With a new commander and a new aide, Meltylancer is deployed once again. 

(Source: ANN)",OVA,6.0,"May 25, 1999 to May 25, 2000",UNKNOWN,Finished Airing,UNKNOWN,Bandai Entertainment,Gonzo,Game,28 min per ep,PG-13 - Teens 13 or older,8200.0,10162,5,749.0,2350,https://cdn.myanimelist.net/images/anime/5/20564.jpg
1156,I: Wish You Were Here,Zaion: I Wish You Were Here,i -wish you were here- ～あなたがここにいてほしい～,6.0,"Action, Drama, Mystery, Sci-Fi","In the future, a meteor crashes into Earth and brings with it a virulent form of life. This virus is known as M34 and attacks humans, turning them into vicious monsters. Most of the human population is wiped out, thus government agencies are formed to fight the virus. One of the groups, NOA, inserts nanomachines into the bodies of its soldiers; these machines allow them to transform and fight off the infected. Unfortunately, the virus mutates and becomes too strong for NOA to handle. Now the fate of the world rests in the hands of 16-year-old girl with the power to defeat the virus.

(Source: AniDB)",TV,4.0,"Oct 4, 2001 to Nov 24, 2001",fall 2001,Finished Airing,"GDH, Media Factory",ADV Films,Gonzo,Original,27 min per ep,R - 17+ (violence & profanity),8827.0,5964,12,3871.0,10328,https://cdn.myanimelist.net/images/anime/1610/94731.jpg
1157,Final Fantasy: Unlimited,UNKNOWN,ファイナルファンタジー：アンリミテッド,6.18,"Action, Adventure, Fantasy, Sci-Fi","Years ago, the opening of an interdimensional portal released two beasts into the skies over the Sea of Japan, visible to all the countries along the coast. After destroying the naval patrol sent to investigate the disturbance, the two beasts then turned against each other.

Witnessing the fight from Japan, scientists Joe and Marie Hayakawa were sucked into the rift. Upon returning to Earth, they compiled and published the academic findings from their voyage in a legendary book titled ''Day of Succession''. Attempting a second expedition to that other dimension twelve years later, the couple have not returned.

Twins Ai and Yu Hayakawa decide to set forth in search of their parents and the mysterious Wonderland they studied. In the ruins of an abandoned subway station, the two wait for a train to take them to the world beyond. On board they meet Lisa Pacifist, who quickly decides to aid the two in the search for their missing family. Can the three of them manage to find Joe and Marie?",TV,25.0,"Oct 2, 2001 to Mar 26, 2002",fall 2001,Finished Airing,"TV Tokyo, Dentsu, TV Tokyo Music",ADV Films,Gonzo,Game,24 min per ep,PG-13 - Teens 13 or older,7976.0,3484,78,16345.0,36032,https://cdn.myanimelist.net/images/anime/9/20919.jpg
1158,Geobreeders: File-X Chibi Neko Dakkan,Geobreeders: (File-X) Get Back The Kitty,ジオブリーダーズ　File-X　ちびねこ奪還,6.42,"Adventure, Comedy, Supernatural","Taba and the Girls of Kagura Total Security Inc. specialize in jobs where their enemy are ""Phantom Cats"". They have a few run ins with the various Government agencies, as well as a gang of Phantom Cats; blowing up a lot of stuff along the way. When one of their own is kidnapped, they have to get her back.

(Source: ANN)",OVA,3.0,"May 21, 1998 to Oct 21, 1998",UNKNOWN,Finished Airing,Victor Entertainment,Central Park Media,Chaos Project,Manga,30 min per ep,R+ - Mild Nudity,6763.0,9133,8,1300.0,3354,https://cdn.myanimelist.net/images/anime/3/28188.jpg
1159,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Geobreeders: Breakthrough,ジオブリーダーズ２ 魍魎遊撃隊,6.5,"Adventure, Comedy, Sci-Fi","Taba and the Girls of Kagura Total Security Inc. are at it again. This time they have to battle a Gang of Phantom Cats and a mysterious enemy and assassin. And there are the run ins with the Government, the need for a new office, as well as sorting out the past to deal with. Luckily, they've got a stock pile of weapons and super technology to help.

(Source: ANN)",OVA,4.0,"Jul 26, 2000 to Mar 23, 2001",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Chaos Project,Manga,25 min per ep,R+ - Mild Nudity,6389.0,10691,3,799.0,1988,https://cdn.myanimelist.net/images/anime/6/6610.jpg
1160,Gundress,UNKNOWN,ガンドレス,5.4,"Action, Sci-Fi","In 2100, the newly built Bayside City serves as Japan's premier international port. The Angel Arms Company is established by a former policewoman named Takako, to help wage war on terrorism with armed security suits. When the mayor is assassinated, the women of Angel Arms end up protecting the evil crime-lord Hassan, in hopes that his information will help bring down a global terror ring. Takako's back is to the wall as a band of criminals plot to kill Hassan, and the organization's leader is revealed to be the former lover of Angel Arms' own Alisa.

(Source: ANN)",Movie,1.0,"Mar 20, 1999",UNKNOWN,Finished Airing,"Nikkatsu, Sanctuary",Media Blasters,Studio Junio,Unknown,1 hr 25 min,R+ - Mild Nudity,11076.0,8627,1,1518.0,4047,https://cdn.myanimelist.net/images/anime/1938/112269.jpg
1161,Maze☆Bakunetsu Jikuu (TV),Maze: The Mega-Burst Space,MAZE☆爆熱時空,6.6,"Adventure, Comedy, Fantasy","Maze wakes up in her house, everything is a wreck and she has amnesia. Before she can gather what has happened the girl Mill storms into her house thanking her for having saved her life. She tells Maze that her house suddenly fell down from the sky and crushed Mills pursuers under it. However before long they are both on the run from further pursuers who want their hands on princess Mill. They are only saved when Maze discovers that she has phantom light magical powers and can summon Mills family heirloom mecha. However her performance with the mecha is weak; that is until the sun goes down and she is turned in to a lecherous man. Soon other travellers join them as Maze tries to protect Mill and figure out what she is doing in this fantasy world. 

(Source: ANN)",TV,25.0,"Apr 3, 1997 to Sep 25, 1997",spring 1997,Finished Airing,Kadokawa Shoten,Central Park Media,J.C.Staff,Manga,24 min per ep,PG-13 - Teens 13 or older,5836.0,7109,12,2039.0,6687,https://cdn.myanimelist.net/images/anime/4/20383.jpg
1162,Maze☆Bakunetsu Jikuu,Maze: The Mega-Burst Space OVA,MAZE☆爆熱時空,5.99,"Adventure, Comedy, Fantasy","Maze has gained incredible powers traveling through time and space, but she has also acquired one rather large problem: every night she turns into a really horny man. Unfortunately, Maze must rescue an equally lascivious princess from a mysterious warrior cult. Still, the male version of Maze would rather be chasing tail than rescuing willing princesses. 

(Source: ANN)",OVA,2.0,"Jul 24, 1996 to Sep 21, 1996",UNKNOWN,Finished Airing,Kadokawa Shoten,Central Park Media,J.C.Staff,Manga,30 min per ep,R+ - Mild Nudity,8897.0,9044,3,1268.0,3468,https://cdn.myanimelist.net/images/anime/4/6944.jpg
1163,Neo Ranga,UNKNOWN,南海奇皇ネオランガ,6.59,"Adventure, Horror","An ancient God called Ranga awakens on an isolated island in the South Pacific where it has been slumbering forgotten by mankind. Three sisters living in Tokyo—Minami, Ushio, and Yuuhi Shimabara—discover they have inherited this Island Kingdom, along with the huge God. When Ranga shows up in Tokyo, it soon becomes a source of wonder and conflict for the three sisters that control Ranga, the people who want to destroy it, and ones who want to use it. 

(Source: ANN)",TV,48.0,"Apr 6, 1998 to Sep 28, 1999",spring 1998,Finished Airing,"Pony Canyon, Marubeni",ADV Films,Pierrot,Original,15 min per ep,PG-13 - Teens 13 or older,5891.0,5252,26,3044.0,14047,https://cdn.myanimelist.net/images/anime/1914/127616.jpg
1164,Mahou Senshi Louie,Rune Soldier,魔法戦士リウイ,7.16,"Adventure, Comedy, Fantasy","Louie, a brawny student at the mage's guild, is reluctantly accepted by three girls (Merrill-thief, Genie-fighter, and Melissa-priestess) as a companion for their adventuring party. As the foursome explore ruins, battle dark creatures, and make new friends, they also uncover a sinister plot within the kingdom.

(Source: ANN)",TV,24.0,"Apr 3, 2001 to Sep 18, 2001",spring 2001,Finished Airing,UNKNOWN,ADV Films,J.C.Staff,Light novel,23 min per ep,PG-13 - Teens 13 or older,3249.0,4423,81,8979.0,21470,https://cdn.myanimelist.net/images/anime/9/14045.jpg
1165,Sakura Taisen: Ouka Kenran,Sakura Wars,サクラ大戦 桜華絢爛,6.64,"Action, Adventure, Sci-Fi","The year is around the 1920's and the darkness of the demons have arrived. Now, only the people with large amounts of spirit energy can save the Earth. The Flower Division is now going to be sent out destroy the demons for they're our only hope for survival with their new steam-powered machines and unique fighting techniques. 

(Source: ANN)",OVA,4.0,"Dec 18, 1997 to Jul 24, 1998",UNKNOWN,Finished Airing,"d-rights, Sega",ADV Films,Radix,Game,28 min per ep,PG-13 - Teens 13 or older,5628.0,7467,4,2273.0,5911,https://cdn.myanimelist.net/images/anime/7/15969.jpg
1166,Sakura Taisen: Gouka Kenran,Sakura Wars 2: Return of the Spirit Warriors,サクラ大戦 轟華絢爛,6.93,"Adventure, Sci-Fi, Slice of Life","The end of the demon wars has ended and now the Flower Division has been able to rest up after their fighting. The second Sakura Wars developes studies on every Flower Division Combatee in every episode while they go on their miscellanious adventures around Japan.

(Source: ANN)",OVA,6.0,"Dec 18, 1999 to Dec 21, 2000",UNKNOWN,Finished Airing,"Bandai Visual, animate Film, d-rights, Sega, animate, Imagine",ADV Films,Radix,Game,30 min per ep,PG-13 - Teens 13 or older,4284.0,8202,9,1711.0,4715,https://cdn.myanimelist.net/images/anime/9/25433.jpg
1167,Samurai Gun,UNKNOWN,サムライガン,5.93,Action,"It is the beginning of the industrial revolution, and feudal Japan is in turmoil. The ruling Shogun are wielding their abusive powers to instill fear and dominance over their oppressed subjects. Beatings, imprisonment, rape and even murder are the adopted tactics chosen to maintain their reign. The bloodshed must end. A group of Samurai have banded together, and, with the development of new weapons and new technology, they have both the will and the hardware to stand up and fight. Ichimatsu is one of these fighters. By day, he works incognito at a local tavern, in the evenings he frequents the brothels, and by the dark of night, he doles out some big-time, gun-barrel justice. He is here to help. He is Samurai Gun. 

(Source: ANN)",TV,12.0,"Oct 4, 2004 to Dec 14, 2004",fall 2004,Finished Airing,"Avex Entertainment, TV Asahi",ADV Films,Studio Egg,Manga,24 min per ep,R - 17+ (violence & profanity),9169.0,6268,9,2831.0,9192,https://cdn.myanimelist.net/images/anime/11/3796.jpg
1168,Musekinin Kanchou Tylor OVA,Irresponsible Captain Tylor OVA,無責任艦長タイラー OVA,7.2,"Adventure, Comedy, Drama, Sci-Fi","Six long months have passed. The Raalgon Empire has developed a horrible new type of weapon, and Tylor has been charged with the duty of intercepting it as it is being transported. But when all that could go wrong does go wrong, the crew members of the Soyokaze find themselves at the mercy of their enemies. As the hours tick down toward their execution, the crew wonders: has their irresponsible captain misled them? Or is this all a part of some greater strategy?

(Source: RightStuf)",OVA,10.0,"Oct 1, 1994 to Aug 1, 1996",UNKNOWN,Finished Airing,d-rights,Nozomi Entertainment,"Studio Deen, Daume",Light novel,37 min per ep,PG-13 - Teens 13 or older,3035.0,6232,10,3991.0,9284,https://cdn.myanimelist.net/images/anime/5/30471.jpg
1169,Green Legend Ran,UNKNOWN,グリーンレジェンド乱,6.56,"Adventure, Drama, Sci-Fi","A story of future Earth - A warning for mankind: In the future, our planet will be transformed into a strange new world where human life struggles on an Earth without rain or oceans - only vast, parched deserts.

Two youths fight for survival on our hostile planet and find hope. The sea, the sky and the land had been completely polluted by mankind when mysterious objects fall from the heavens. These titanic vessels smash into the planet and suck up the air, water, and most living creatures into their womb, stealing away the very essence of Earth`s nature.

The few remaining inhabitants struggle for survival against a hostile environment and an oppressive ruling race known as the Rodo. One young, hot-blooded human named Ran, fights against the Rodo and a world in which rain is only a legend. He strives to join an Anti-Rodo group known as the Hazzard, not only to defeat the Rodo, but also to hunt down the man who killed his mother.

(Source: AniDB)",OVA,3.0,"Nov 25, 1992 to Mar 25, 1993",UNKNOWN,Finished Airing,Pioneer LDC,"Sentai Filmworks, Geneon Entertainment USA",AIC,Original,47 min per ep,R+ - Mild Nudity,6031.0,7326,11,2111.0,6221,https://cdn.myanimelist.net/images/anime/1882/96360.jpg
1170,Slayers Specials,Slayers: The Book of Spells,スレイヤーズすぺしゃる,7.34,"Adventure, Comedy, Fantasy","In these three self-contained half-hour stories, Lina Inverse and her partner, Naga The Serpent, take on a variety of jobs for quick cash, food, and/or their own skins. The first episode, ""The Scary Chimera Plan,"" pits them against a lunatic magician who intends to use Lina to create a fearsome, spell-slinging monster. Then, in ""Jeffry's Knighthood,"" they're hired by an overprotective mother to see that her son - a young man barely capable of holding a sword - becomes a respected knight, by ""helping"" him fight off the marauding soldiers terrorizing the area. Finally, ""Mirror, Mirror"" puts the two in a race to hunt down and capture (for bounty, of course) a rogue sorceror who's found an ancient artifact that can create loyal duplicates of anything or anyone, including his enemies. 

(Source: ANN)",OVA,3.0,"Jul 25, 1996 to May 25, 1997",UNKNOWN,Finished Airing,"Kadokawa Shoten, Marubeni",ADV Films,J.C.Staff,Light novel,29 min per ep,PG-13 - Teens 13 or older,2351.0,4659,21,9641.0,19194,https://cdn.myanimelist.net/images/anime/1372/92532.jpg
1171,Slayers Excellent,Slayers Excellent,スレイヤーズえくせれんと,7.3,"Adventure, Comedy, Fantasy","In these earlier adventures of Lina Inverse and Naga the Serpent, learn how the two rivals first met. In their first adventure, the two rivals meet and run into a vampire during a rescue mission. Next, Lina is hired to be the bodyguard of a rich man's daughter, Sirene. Lina is at first very enthusiastic about it at first, as she is being paid very well, but Sirene keeps spending all of Lina's first half of pay. (She gets the other half later) She puts together a fake kidnapping to teach Sirene a lesson, but when she really gets kidnapped, she must team up with Naga to save her. In the final episode, Lina and Naga find themselves on seperate sides in a fashion war. 

(Source: ANN)",OVA,3.0,"Oct 25, 1998 to Mar 25, 1999",UNKNOWN,Finished Airing,Bandai Visual,ADV Films,J.C.Staff,Light novel,29 min per ep,PG-13 - Teens 13 or older,2514.0,4572,15,9816.0,20009,https://cdn.myanimelist.net/images/anime/8/34993.jpg
